Região Geográfica,UF,Regional de Saúde,Município,Código IBGE,Tipo da Instituição,Sigla da Instituição,Nome da Instituição,CNPJ da Instituição,Nome do escritório regional/local,CNPJ do escritório regional/local,Tipo da Forma de Abastecimento,Código Forma de abastecimento,Nome da Forma de Abastecimento,Nome da ETA / UTA,Ano de referência,Mês de referência,Data de registro ,Data de preenchimento do relatório mensal,Data da coleta,Tipo de captação,Categoria do manancial superficial,Nome do manancial superficial,Categoria do ponto de captação subterrânea,Nome do ponto de captação subterrânea,Parâmetro,Unidade,Resultado
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000005,SAO JOAO,SÃO JOÃO,2017,10,2017/11/20 00:00:00.000,2017-11-20,2017-10-23,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,15
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000005,SAO JOAO,SÃO JOÃO,2017,5,2017/06/12 00:00:00.000,2017-06-12,2017-05-15,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,90
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000005,SAO JOAO,SÃO JOÃO,2017,12,2018/01/12 00:00:00.000,2018-01-12,2017-12-18,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,45
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000001,BELEM NOVO,BELÉM NOVO,2017,1,2017/03/08 00:00:00.000,2017-03-08,2017-01-03,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,21
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000001,BELEM NOVO,BELÉM NOVO,2017,1,2017/03/08 00:00:00.000,2017-03-08,2017-01-16,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,0
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000001,BELEM NOVO,BELÉM NOVO,2017,4,2017/05/04 00:00:00.000,2017-05-04,2017-04-18,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,58
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000001,BELEM NOVO,BELÉM NOVO,2017,4,2017/05/04 00:00:00.000,2017-05-04,2017-04-27,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,13
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000001,BELEM NOVO,BELÉM NOVO,2017,3,2017/04/24 00:00:00.000,2017-04-24,2017-03-07,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,4
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000001,BELEM NOVO,BELÉM NOVO,2017,10,2017/12/01 00:00:00.000,2017-12-01,2017-10-18,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,0
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000001,BELEM NOVO,BELÉM NOVO,2017,11,2017/12/13 00:00:00.000,2017-12-13,2017-11-01,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,0
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000001,BELEM NOVO,BELÉM NOVO,2017,11,2017/12/13 00:00:00.000,2017-12-13,2017-11-21,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,0
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000001,BELEM NOVO,BELÉM NOVO,2017,9,2017/10/06 00:00:00.000,2017-10-06,2017-09-11,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,0
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000006,TRISTEZA,TRISTEZA,2017,2,2017/03/08 00:00:00.000,2017-03-08,2017-02-06,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,11
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000006,TRISTEZA,TRISTEZA,2017,2,2017/03/08 00:00:00.000,2017-03-08,2017-02-14,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,0
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000006,TRISTEZA,TRISTEZA,2017,1,2017/03/08 00:00:00.000,2017-03-08,2017-01-03,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,18
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000006,TRISTEZA,TRISTEZA,2017,12,2018/01/12 00:00:00.000,2018-01-12,2017-12-04,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,0
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000006,TRISTEZA,TRISTEZA,2017,6,2017/07/12 00:00:00.000,2017-07-12,2017-06-13,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,0
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000006,TRISTEZA,TRISTEZA,2017,6,2017/07/12 00:00:00.000,2017-07-12,2017-06-22,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,0
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000004,MOINHOS DE VENTO,MOINHOS DE VENTO,2017,1,2017/03/08 00:00:00.000,2017-03-08,2017-01-03,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,24
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000004,MOINHOS DE VENTO,MOINHOS DE VENTO,2017,1,2017/03/08 00:00:00.000,2017-03-08,2017-01-17,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,163
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000004,MOINHOS DE VENTO,MOINHOS DE VENTO,2017,3,2017/04/17 00:00:00.000,2017-04-17,2017-03-01,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,69
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000004,MOINHOS DE VENTO,MOINHOS DE VENTO,2017,3,2017/04/17 00:00:00.000,2017-04-17,2017-03-20,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,43
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000004,MOINHOS DE VENTO,MOINHOS DE VENTO,2017,4,2017/05/04 00:00:00.000,2017-05-04,2017-04-17,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,684
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000004,MOINHOS DE VENTO,MOINHOS DE VENTO,2017,10,2017/12/01 00:00:00.000,2017-12-01,2017-10-02,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,70
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000004,MOINHOS DE VENTO,MOINHOS DE VENTO,2017,5,2017/06/12 00:00:00.000,2017-06-12,2017-05-22,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,53
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000004,MOINHOS DE VENTO,MOINHOS DE VENTO,2017,9,2017/10/20 00:00:00.000,2017-10-20,2017-09-26,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,47
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000003,JOSE LOUREIRO DA SILVA,JOSÉ LOUREIRO DA SILVA,2018,1,2018/02/09 00:00:00.000,2018-02-09,2018-01-25,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,0
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000003,JOSE LOUREIRO DA SILVA,JOSÉ LOUREIRO DA SILVA,2018,11,2018/12/13 00:00:00.000,2018-12-13,2018-11-20,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,0
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000005,SAO JOAO,SÃO JOÃO,2018,7,2018/08/07 00:00:00.000,2018-08-07,2018-07-31,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,0
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000005,SAO JOAO,SÃO JOÃO,2018,4,2018/05/21 00:00:00.000,2018-05-21,2018-04-23,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,42
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000006,TRISTEZA,TRISTEZA,2018,4,2018/05/22 00:00:00.000,2018-05-22,2018-04-06,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,0
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000006,TRISTEZA,TRISTEZA,2018,5,2018/07/04 00:00:00.000,2018-07-04,2018-05-11,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,3
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000006,TRISTEZA,TRISTEZA,2018,5,2018/07/04 00:00:00.000,2018-07-04,2018-05-24,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,0
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000004,MOINHOS DE VENTO,MOINHOS DE VENTO,2018,4,2018/05/21 00:00:00.000,2018-05-21,2018-04-23,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,20
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000004,MOINHOS DE VENTO,MOINHOS DE VENTO,2018,10,2018/11/21 00:00:00.000,2018-11-21,2018-10-25,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,492
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000001,BELEM NOVO,BELÉM NOVO,2018,2,2018/03/19 00:00:00.000,2018-03-19,2018-02-19,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,0
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000001,BELEM NOVO,BELÉM NOVO,2018,2,2018/03/19 00:00:00.000,2018-03-19,2018-02-26,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,0
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000001,BELEM NOVO,BELÉM NOVO,2018,10,2018/11/20 00:00:00.000,2018-11-20,2018-10-10,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,74
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000001,BELEM NOVO,BELÉM NOVO,2019,1,2019/02/18 00:00:00.000,2019-02-18,2019-01-07,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,17
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000001,BELEM NOVO,BELÉM NOVO,2019,5,2019/06/28 00:00:00.000,2019-06-28,2019-05-22,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,0
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000004,MOINHOS DE VENTO,MOINHOS DE VENTO,2019,7,2019/08/10 00:00:00.000,2019-08-10,2019-07-15,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,20
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000006,TRISTEZA,TRISTEZA,2019,1,2019/02/12 00:00:00.000,2019-02-12,2019-01-07,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,0
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000006,TRISTEZA,TRISTEZA,2019,2,2019/03/20 00:00:00.000,2019-03-20,2019-02-15,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,0
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000006,TRISTEZA,TRISTEZA,2019,5,2019/06/26 00:00:00.000,2019-06-26,2019-05-08,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,170
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000006,TRISTEZA,TRISTEZA,2019,6,2019/07/05 00:00:00.000,2019-07-05,2019-06-19,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,0
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000006,TRISTEZA,TRISTEZA,2019,11,2019/12/20 00:00:00.000,2019-12-20,2019-11-08,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,0
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000006,TRISTEZA,TRISTEZA,2019,11,2019/12/20 00:00:00.000,2019-12-20,2019-11-25,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,0
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000005,SAO JOAO,SÃO JOÃO,2019,9,2019/11/05 00:00:00.000,2019-11-05,2019-09-02,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,0
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000005,SAO JOAO,SÃO JOÃO,2019,11,2019/12/20 00:00:00.000,2019-12-20,2019-11-18,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,0
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000004,MOINHOS DE VENTO,MOINHOS DE VENTO,2020,2,2020/04/20 00:00:00.000,2020-04-20,2020-02-26,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,360
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000004,MOINHOS DE VENTO,MOINHOS DE VENTO,2020,4,2020/05/11 00:00:00.000,2020-05-08,2020-04-29,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,386
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000006,TRISTEZA,TRISTEZA,2020,4,2020/05/11 00:00:00.000,2020-05-08,2020-04-30,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,0
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000001,BELEM NOVO,BELÉM NOVO,2020,1,2020/03/03 00:00:00.000,2020-03-02,2020-01-10,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,0
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000001,BELEM NOVO,BELÉM NOVO,2020,8,2020/09/10 00:00:00.000,2020-09-10,2020-08-07,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,162
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000005,SAO JOAO,SÃO JOÃO,2020,3,2020/04/20 00:00:00.000,2020-04-20,2020-03-16,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,20
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000005,SAO JOAO,SÃO JOÃO,2020,4,2020/05/11 00:00:00.000,2020-05-08,2020-04-29,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,660
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000005,SAO JOAO,SÃO JOÃO,2020,9,2020/10/07 00:00:00.000,2020-10-07,2020-09-24,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,0
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000005,SAO JOAO,SÃO JOÃO,2020,12,2021/01/13 00:00:00.000,2021-01-13,2020-12-23,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,25659
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000005,SAO JOAO,SÃO JOÃO,2021,10,2021/12/06 00:00:00.000,2021-12-06,2021-10-06,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,594
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000005,SAO JOAO,SÃO JOÃO,2021,12,2022/01/12 00:00:00.000,2022-01-12,2021-12-29,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,2772
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000003,MENINO DEUS,JOSÉ LOUREIRO DA SILVA,2021,6,2021/07/08 00:00:00.000,2021-07-08,2021-06-10,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,153
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000003,MENINO DEUS,JOSÉ LOUREIRO DA SILVA,2021,7,2021/08/09 00:00:00.000,2021-08-09,2021-07-14,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,62
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000001,BELEM NOVO,BELÉM NOVO,2021,1,2021/02/05 00:00:00.000,2021-02-05,2021-01-27,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,0
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000004,MOINHOS DE VENTO,MOINHOS DE VENTO,2021,5,2021/06/15 00:00:00.000,2021-06-11,2021-05-13,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,6997
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000004,MOINHOS DE VENTO,MOINHOS DE VENTO,2021,4,2021/05/18 00:00:00.000,2021-05-18,2021-04-14,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,2228
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000004,MOINHOS DE VENTO,MOINHOS DE VENTO,2021,12,2022/01/10 00:00:00.000,2022-01-10,2021-12-17,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,9667
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000006,TRISTEZA,TRISTEZA,2021,1,2021/02/12 00:00:00.000,2021-02-12,2021-01-26,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,36
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000006,TRISTEZA,TRISTEZA,2021,3,2021/04/12 00:00:00.000,2021-04-12,2021-03-18,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,0
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000006,TRISTEZA,TRISTEZA,2021,5,2021/06/15 00:00:00.000,2021-06-11,2021-05-03,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,0
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000006,TRISTEZA,TRISTEZA,2022,3,2022/04/12 00:00:00.000,2022-04-12,2022-03-09,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,21
